Time,Ixx,Iyy,Roll_Rate,Speed,Mach,Alt,Dyn_Pres,AoA_Rate,Sideslip_Rate,AoA,Sideslip
6.9412375,3.5116803066,1070.2361801804,473.3025818863,0.3429123238,1.0210038909,1.14847475,64411.8505945297,-0.1821454187,-0.1082334622,-0.0156682229,0.0019341387
6.9555,3.5102076277,1069.7655547022,474.398245117,0.3436200559,1.0231680071,1.1532775824,64647.4039909444,-0.0387509491,-0.1419792516,-0.017264252,9.45963556318067E-005
6.9697625,3.5087349487,1069.294929224,475.4954491242,0.344327606,1.0253319417,1.1580902367,64883.1335669912,0.109345156,-0.1275928736,-0.0167510955,-0.0018852899
6.984025,3.5072622697,1068.8243037458,476.5912851431,0.3450349728,1.0274956918,1.1629127102,65119.0372106973,0.2369433074,-0.0684669593,-0.0142432711,-0.0033306949
6.9982875,3.5057895907,1068.3536782676,477.6829569361,0.3457421553,1.0296592545,1.1677450007,65355.1127906257,0.3227859185,0.0221812845,-0.0101921045,-0.0036872843
7.01255,3.5043169117,1067.8830527894,478.7680778481,0.346449152,1.0318226265,1.1725871061,65591.3581471926,0.3536524819,0.1239799549,-0.0052988828,-0.0026444776
7.0268125,3.5028442327,1067.4124273112,479.844935006,0.3471559616,1.0339858047,1.177439025,65827.7710928938,0.3268860056,0.2135789542,-0.0003799499,-0.0002090584
7.041075,3.5013715537,1066.941801833,480.9126910941,0.3478625827,1.0361487855,1.1823007559,66064.3494219585,0.2508246599,0.2695022735,0.0037896866,0.0032867212
7.0553375,3.4998988747,1066.4711763548,481.9714970228,0.348569014,1.0383115655,1.1871722971,66301.0909259952,0.1430290339,0.2766901172,0.0066230463,0.0072452212
7.0696,3.4984261957,1066.0005508766,483.0224958053,0.349275254,1.0404741414,1.1920536471,66537.9934097546,0.0266438942,0.2297887698,0.0078286225,0.0109203639
7.0838625,3.4969535168,1065.5299253985,484.0677094371,0.3499813014,1.04263651,1.1969448039,66775.0547009312,-0.0743778492,0.134485594,0.0074567749,0.0135681922
7.098125,3.4954808378,1065.0592999203,485.1098156423,0.3506871551,1.0447986684,1.2018457651,67012.2726504544,-0.1402144223,0.0065775624,0.005875605,0.0146004073
7.1123875,3.4940081588,1064.5886744421,486.1518376386,0.3513928138,1.0469606138,1.2067565279,67249.6451240471,-0.1592535867,-0.1310729142,0.0036813592,0.0137090912
7.12665,3.4925354798,1064.1180489639,487.1967842296,0.3520982764,1.0491223432,1.211677089,67487.1699887175,-0.1304495554,-0.2530967234,0.0015620894,0.0109362717
7.1409125,3.4910628008,1063.6474234857,488.2472862878,0.3528035415,1.0512838537,1.2166074446,67724.8451007034,-0.0634458592,-0.3367639023,0.000143281,0.0066730469
7.155175,3.4895901218,1063.1767980075,489.3052769476,0.353508608,1.0534451423,1.2215475907,67962.6682998336,0.0235844159,-0.3666477106,-0.0001517575,0.0015874823
7.1694375,3.4881174428,1062.7061725293,490.3717563,0.3542134746,1.0556062057,1.226497523,68200.6374122448,0.1079450754,-0.3378197208,0.0008032556,-0.0035045791
7.1837,3.4866447638,1062.2355470511,491.4466689077,0.3549181399,1.0577670408,1.231457237,68438.7502597715,0.1674319149,-0.2568822822,0.0028082364,-0.0077994371
7.1979625,3.4851720848,1061.7649215729,492.5289068677,0.3556226027,1.0599276445,1.2364267286,68677.0046705018,0.1852872222,-0.1405930497,0.0053798208,-0.0106629984
7.212225,3.4836994059,1061.2942960947,493.616435521,0.3563268617,1.0620880136,1.2414059936,68915.3984851054,0.1540185636,-0.0123471579,0.0078582047,-0.011752732
7.2264875,3.4822267269,1060.8236706165,494.7065255305,0.3570309157,1.0642481454,1.2463950284,69153.9295550981,0.0772335808,0.1027526702,0.0095550957,-0.0110782832
7.24075,3.4807540479,1060.3530451383,495.7960649565,0.3577347636,1.0664080371,1.2513938298,69392.5957330405,-0.030940957,0.1831913796,0.0099108215,-0.0089878158
7.2550125,3.4792813689,1059.8824196602,496.8819179529,0.3584384042,1.0685676857,1.256402395,69631.3948591632,-0.1487673697,0.2155603173,0.0086261322,-0.0060830482
7.269275,3.4778086899,1059.411794182,497.9612923283,0.3591418361,1.0707270882,1.2614207216,69870.3247500326,-0.2515314927,0.1973101768,0.0057392284,-0.0030814375
7.2835375,3.4763360109,1058.9411687038,499.0320760935,0.3598450582,1.0728862415,1.2664488075,70109.3831953387,-0.316910591,0.1371221394,0.0016301208,-0.0006556402
7.2978,3.4748633319,1058.4705432256,500.0931036288,0.360548069,1.0750451423,1.2714866509,70348.5679642666,-0.329901224,0.0527981313,-0.0030498404,0.0007144139
7.3120625,3.4733906529,1057.9999177474,501.1443163364,0.3612508672,1.0772037871,1.2765342498,70587.8768196782,-0.2862093624,-0.0328795286,-0.0075089152,0.0008440365
7.326325,3.4719179739,1057.5292922692,502.1867917756,0.3619534515,1.0793621729,1.2815916024,70827.3075341267,-0.1933273742,-0.0974089415,-0.010978431,-0.0001220388
7.3405875,3.4704452949,1057.058666791,503.222629804,0.3626558206,1.0815202965,1.2866587065,71066.8579012105,-0.0690254648,-0.123774845,-0.0128731465,-0.001751577
7.35485,3.468972616,1056.5880413128,504.2547030928,0.3633579733,1.0836781549,1.2917355593,71306.5257378453,0.0624398531,-0.1044199294,-0.012913125,-0.0034335141
7.3691125,3.467499937,1056.1174158346,505.2862997796,0.3640599084,1.0858357454,1.2968221577,71546.3088770348,0.1755789066,-0.0430630696,-0.0111798784,-0.0045287595
7.383375,3.466027258,1055.6467903564,506.320703867,0.3647616248,1.0879930652,1.3019184982,71786.2051553915,0.2492190025,0.0460771606,-0.0080939731,-0.0045286146
7.3976375,3.464554579,1055.1761648782,507.3607701438,0.3654631212,1.0901501113,1.3070245767,72026.2124012561,0.2711019215,0.1415079496,-0.0043188434,-0.0031841237
7.4119,3.4630819,1054.7055394001,508.408552205,0.3661643964,1.0923068808,1.3121403889,72266.3284292109,0.2404782517,0.2194249006,-0.0006122886,-0.0005758942
7.4261625,3.461609221,1054.2349139219,509.4650341769,0.3668654492,1.0944633707,1.3172659302,72506.5510428435,0.1680924511,0.2592865364,0.0023408113,0.0028927212
7.440425,3.460136542,1053.7642884437,510.5300010842,0.3675662784,1.0966195777,1.3224011959,72746.8780436739,0.0735453676,0.2487139313,0.0040765072,0.0065786508
7.4546875,3.458663863,1053.2936629655,511.6020630067,0.3682668826,1.0987754989,1.3275461815,72987.3072405891,-0.0193719872,0.1865633708,0.0044466745,0.0097401628
7.46895,3.457191184,1052.8230374873,512.6788280733,0.3689672606,1.1009311314,1.3327008829,73227.8364543294,-0.0882996647,0.0834265915,0.0036390646,0.011703965
7.4832125,3.4557185051,1052.3524120091,513.7572018391,0.3696674115,1.1030864725,1.3378652962,73468.4635136038,-0.1175741503,-0.0405970214,0.002118135,0.0120197849
7.497475,3.4542458261,1051.8817865309,514.8337768508,0.3703673338,1.1052415193,1.343039418,73709.1862443937,-0.1018941705,-0.1603732849,0.0005008674,0.0105662344
7.5117375,3.4527731471,1051.4111610527,515.9052666706,0.3710670278,1.1073962727,1.3482232453,73950.0029445033,-0.047506002,-0.2514306946,-0.0006027467,0.0075826907
7.526,3.4513004681,1050.9405355745,516.9689330371,0.3717664945,1.1095507366,1.3534167756,74190.912334358,0.0293936642,-0.2955559972,-0.0007462491,0.0036189972
7.5402625,3.4498277891,1050.4699100963,518.0229524808,0.3724657327,1.1117049081,1.3586200067,74431.9122057881,0.1066773783,-0.28496527,0.0002376057,-0.0005859298
7.554525,3.4483551101,1049.9992846181,519.066673374,0.3731647411,1.113858784,1.3638329364,74673.0003156375,0.1617813955,-0.2240480124,0.0021904269,-0.0042685733
7.5687875,3.4468824311,1049.5286591399,520.1007239048,0.3738635184,1.1160123611,1.3690555625,74914.174423248,0.1773569985,-0.128248774,0.0046629211,-0.0068098704
7.58305,3.4454097521,1049.0580336618,521.1269483571,0.3745620633,1.1181656364,1.3742878826,75155.4323042635,0.1457028264,-0.0203331468,0.0070230771,-0.0078689642
7.5973125,3.4439370731,1048.5874081836,522.1481725158,0.3752603747,1.120318607,1.3795298941,75396.7717569559,0.0708781268,0.0750802812,0.008612057,-0.0074499703
7.611575,3.4424643941,1048.1167827054,523.1678253169,0.3759584514,1.1224712702,1.3847815936,75638.1905987759,-0.0320532693,0.1374090316,0.0089100219,-0.0058860454
7.6258375,3.4409917152,1047.6461572272,524.1894680882,0.3766562922,1.1246236231,1.3900429776,75879.6866557785,-0.1405029709,0.1549861144,0.0076711516,-0.003745027
7.6401,3.4395190362,1047.175531749,525.2162993563,0.3773538961,1.1267756631,1.3953140418,76121.2577508364,-0.2297436447,0.1277305827,0.0049941245,-0.0016800673
7.6543625,3.4380463572,1046.7049062708,526.2507081322,0.3780512617,1.1289273872,1.4005947819,76362.9016961931,-0.2788980533,0.0669417465,0.0013097545,-0.0002622972
7.668625,3.4365736782,1046.2342807926,527.2939407535,0.378748388,1.1310787926,1.405885193,76604.6162943366,-0.2760593984,-0.0077444245,-0.002712309,0.0001628523
7.6828875,3.4351009992,1045.7636553144,528.3459278764,0.3794452737,1.1332298763,1.4111852703,76846.3993451766,-0.2212642354,-0.0734899572,-0.0063158692,-0.0004402534
7.69715,3.4336283202,1045.2930298362,529.4052935687,0.3801419177,1.1353806353,1.4164950091,77088.2486547951,-0.126555776,-0.1102008182,-0.008832628,-0.0017941052
7.7114125,3.4321556412,1044.822404358,530.4695428174,0.3808383187,1.1375310669,1.4218144051,77330.162039813,-0.0130924563,-0.1057845205,-0.0098360612,-0.0033863708
7.725675,3.4306829622,1044.3517788798,531.5354008631,0.3815344757,1.1396811684,1.4271434541,77572.1373240935,0.094002247,-0.0593753662,-0.0092367224,-0.0046100744
7.7399375,3.4292102832,1043.8811534017,532.5992598792,0.3822303875,1.1418309371,1.4324821526,77814.1723285415,0.1717748433,0.0183169992,-0.0072953163,-0.0049298667
7.7542,3.4277376043,1043.4105279235,533.6576760626,0.3829260529,1.1439803702,1.4378304973,78056.2648593879,0.2050236072,0.1076562367,-0.0045503767,-0.0040315669
7.7684625,3.4262649253,1042.9399024453,534.707853115,0.3836214709,1.1461294648,1.4431884854,78298.4127013083,0.1899126667,0.1850782927,-0.0016789039,-0.0019159803
