Time,Ixx,Iyy,Roll_Rate,Speed,Mach,Alt,Dyn_Pres,AoA_Rate,Sideslip_Rate,AoA,Sideslip
0.9509875,4.1302054822,1267.8988810208,6.1175876291,0.0422538747,0.1241982118,0.0210699714,1091.3402880727,0.8567953654,0.0540282597,0.4222099613,0.0046397425
0.96525,4.1287328032,1267.4282555426,6.5528004621,0.0429397313,0.1262150303,0.021672132,1126.9914822234,0.7894546539,0.0590552376,0.4339496373,0.0054461194
0.9795125,4.1272601242,1266.9576300644,6.9998642876,0.0436257921,0.1282324907,0.0222839668,1163.2233697307,0.7221861822,0.0641067335,0.4447294966,0.0063244101
0.993775,4.1257874452,1266.4870045862,7.458852436,0.0443120569,0.1302505925,0.0229054785,1200.03623674,0.6548999448,0.0691464664,0.4545499115,0.0072747085
1.0080375,4.1243147662,1266.016379108,7.9298338022,0.0449985255,0.1322693365,0.0235366697,1237.430391677,0.5875180454,0.0741356489,0.4634100616,0.0082965732
1.0223,4.1228420872,1265.5457536298,8.4128728721,0.0456852,0.1342887288,0.0241775433,1275.4062409851,0.5199770952,0.0790330089,0.4713081072,0.0093889917
1.0365625,4.1213694082,1265.0751281516,8.9080297141,0.0463720802,0.1363087699,0.024828102,1313.9640826319,0.4522272111,0.083794797,0.478241413,0.0105503456
1.050825,4.1198967293,1264.6045026734,9.4153599487,0.0470591657,0.1383294594,0.0254883484,1353.1041956961,0.3842301682,0.0883747812,0.4842067114,0.0117783744
1.0650875,4.1184240503,1264.1338771952,9.9349147489,0.0477464561,0.1403507969,0.0261582853,1392.826855605,0.3159602132,0.0927243179,0.4892002791,0.013070141
1.07935,4.1169513713,1263.663251717,10.466740842,0.0484339513,0.1423727821,0.0268379152,1433.1323341408,0.2474039775,0.0967924365,0.4932181135,0.014421998
1.0936125,4.1154786923,1263.1926262388,11.0108805155,0.0491216507,0.1443954147,0.027527241,1474.020899442,0.178560426,0.1005259561,0.4962561096,0.0158295549
1.107875,4.1140060133,1262.7220007606,11.5673716234,0.0498095542,0.1464186945,0.0282262651,1515.4928159985,0.1094408338,0.1038696339,0.4983102354,0.0172876478
1.1221375,4.1125333343,1262.2513752825,12.1362475959,0.0504976613,0.1484426213,0.0289349902,1557.5483446383,0.0400687845,0.1067663492,0.4993767072,0.0187903115
1.1364,4.1110606553,1261.7807498043,12.7175374499,0.0511859719,0.150467195,0.0296534188,1600.1877425096,-0.0295198182,0.1091573253,0.499452166,0.0203307538
1.1506625,4.1095879763,1261.3101243261,13.3112658018,0.0518744856,0.1524924153,0.0303815534,1643.4112630526,-0.099276731,0.1109823889,0.4985338523,0.0219013339
1.164925,4.1081152973,1260.8394988479,13.917452882,0.0525632021,0.1545182821,0.0311193966,1687.2191559666,-0.1691413511,0.1121802711,0.4966197832,0.0234935448
1.1791875,4.1066426184,1260.3688733697,14.5361145509,0.0532521212,0.1565447954,0.0318669508,1731.6116671651,-0.2390407036,0.1126889506,0.4937089282,0.0250979997
1.19345,4.1051699394,1259.8982478915,15.1672623161,0.0539412427,0.1585719551,0.0326242185,1776.5890387263,-0.3088894402,0.1124460402,0.4898013858,0.0267044239
1.2077125,4.1036972604,1259.4276224133,15.8109033515,0.0546305662,0.160599761,0.033391202,1822.1515088328,-0.3785898596,0.1113892183,0.4848985601,0.0283016534
1.221975,4.1022245814,1258.9569969351,16.4670405174,0.0553200915,0.1626282132,0.0341679037,1868.2993117022,-0.448031953,0.1094567059,0.4790033362,0.0298776381
1.2362375,4.1007519024,1258.4863714569,17.1356723819,0.0560098184,0.1646573115,0.034954326,1915.0326775136,-0.5170934845,0.1065877894,0.4721202559,0.0314194538
1.2505,4.0992792234,1258.0157459787,17.8167932439,0.0566997466,0.166687056,0.0357504712,1962.3518323194,-0.5856401105,0.1027233894,0.4642556906,0.0329133217
1.2647625,4.0978065444,1257.5451205005,18.5103931565,0.0573898758,0.1687174465,0.0365563415,2010.2569979566,-0.6535255482,0.0978066753,0.4554180133,0.0343446352
1.279025,4.0963338654,1257.0744950224,19.2164579523,0.0580802058,0.1707484829,0.0373719392,2058.7483919443,-0.7205917979,0.0917837244,0.4456177671,0.0356979973
1.2932875,4.0948611864,1256.6038695442,19.9349692699,0.0587707363,0.1727801654,0.0381972665,2107.8262273782,-0.786669427,0.0846042241,0.4348678306,0.0369572668
1.30755,4.0933885074,1256.133244066,20.6659045808,0.0594614671,0.1748124936,0.0390323254,2157.4907128212,-0.8515779234,0.0762222149,0.4231835783,0.0381056151
1.3218125,4.0919158285,1255.6626185878,21.4092372182,0.0601523979,0.1768454676,0.0398771182,2207.7420521821,-0.9151261242,0.0665968719,0.4105830358,0.0391255935
1.336075,4.0904431495,1255.1919931096,22.1649364074,0.0608435284,0.1788790873,0.040731647,2258.5804445987,-0.9771127279,0.0556933208,0.3970870282,0.0399992129
1.3503375,4.0889704705,1254.7213676314,22.9329672961,0.0615348584,0.1809133524,0.0415959137,2310.0060843121,-1.0373268958,0.0434834834,0.3827193203,0.040708034
1.3646,4.0874977915,1254.2507421532,23.7132909878,0.0622263875,0.1829482628,0.0424699203,2362.0191605452,-1.09554895,0.0299469495,0.367506748,0.0412332706
